epoch,NRMSE,loss,lr,val_NRMSE,val_loss
0,0.7109646797180176,0.6750766038894653,0.05,0.9413547515869141,0.004411689471453428
1,0.9342655539512634,0.0043688444420695305,0.05,0.9057836532592773,0.011059759184718132
2,0.9404903054237366,0.003715055761858821,0.05,0.9101495742797852,0.010180053301155567
3,0.9422017931938171,0.0034525643568485975,0.05,0.9349565505981445,0.0055403392761945724
4,0.9443838000297546,0.0031885516364127398,0.01,0.9334372282028198,0.005809780675917864
5,0.9443782567977905,0.0031772193033248186,0.01,0.9384483098983765,0.0049958741292357445
0,0.9327763319015503,0.0045980592258274555,0.01,0.9135042428970337,0.009352406486868858
1,0.9370535016059875,0.00410102866590023,0.01,0.9070866703987122,0.010733058676123619
2,0.9367527365684509,0.004047988913953304,0.01,0.9135748147964478,0.009366121143102646
3,0.940975546836853,0.003671154845505953,0.01,0.9150351285934448,0.009095227345824242
4,0.9420116543769836,0.0034940142650157213,0.01,0.9229395985603333,0.007576819974929094
5,0.9415027499198914,0.0034880393650382757,0.01,0.9224308133125305,0.0077209193259477615
6,0.942535400390625,0.0034147624392062426,0.01,0.9236747026443481,0.007493763696402311
7,0.9410271048545837,0.003491865936666727,0.01,0.9295319318771362,0.0064408136531710625
8,0.9456884264945984,0.0031017856672406197,0.01,0.9215709567070007,0.007889838889241219
9,0.9441946148872375,0.0031623460818082094,0.01,0.9343568682670593,0.005651795770972967
10,0.9457658529281616,0.003065973985940218,0.01,0.9400843381881714,0.004743480589240789
11,0.94610595703125,0.002817851025611162,0.01,0.932401180267334,0.00600070646032691
12,0.9470593929290771,0.0029730608221143484,0.01,0.945431113243103,0.003962536808103323
13,0.9473039507865906,0.0028758393600583076,0.01,0.9393642544746399,0.0048892986960709095
14,0.9498897194862366,0.0025643277913331985,0.01,0.9441671371459961,0.004173946566879749
15,0.9504257440567017,0.0025758324190974236,0.01,0.9428887367248535,0.004369867499917746
16,0.9495247006416321,0.002555673010647297,0.0019999999,0.9464826583862305,0.003845949424430728
17,0.9505071043968201,0.002517624758183956,0.0019999999,0.9477705955505371,0.0036608739756047726
18,0.9484920501708984,0.0027642440982162952,0.0019999999,0.9463822245597839,0.0038632277864962816
19,0.9489832520484924,0.002690034918487072,0.0019999999,0.9476289749145508,0.003681369125843048
20,0.9503602385520935,0.0025623703841120005,0.0019999999,0.9463820457458496,0.0038648962508887053
21,0.9523137211799622,0.0024139690212905407,0.00039999996,0.945988655090332,0.003921326249837875
22,0.9497467279434204,0.0026767058297991753,0.00039999996,0.9465072751045227,0.003846873762086034
0,0.8618636131286621,0.02810961753129959,0.05,0.9605026245117188,0.002284361980855465
1,0.9473409056663513,0.0029972733464092016,0.05,0.9469742774963379,0.0033757081255316734
2,0.9571925401687622,0.0018582841148599982,0.05,0.9593798518180847,0.0024902336299419403
3,0.9595032334327698,0.0017423590179532766,0.05,0.9483658671379089,0.003634315449744463
4,0.961075484752655,0.001556809525936842,0.01,0.9604754447937012,0.0022253382485359907
5,0.9633524417877197,0.0013949173735454679,0.01,0.9605730175971985,0.002220087917521596
6,0.9634047150611877,0.0013348832726478577,0.01,0.9580127596855164,0.0026175023522228003
7,0.9662899374961853,0.0012024241732433438,0.0019999999,0.9595098495483398,0.002276692073792219
8,0.9663112759590149,0.0011560790007933974,0.0019999999,0.9601455926895142,0.002238745801150799
9,0.9663906097412109,0.0012026175390928984,0.0019999999,0.9603347778320312,0.002227692399173975
10,0.9660288095474243,0.0012096792925149202,0.00039999996,0.9608073234558105,0.002206928562372923
11,0.9646435379981995,0.0013061101781204343,0.00039999996,0.9609057307243347,0.002204313175752759
12,0.9636329412460327,0.0012999336468055844,0.00039999996,0.9606837034225464,0.002211454091593623
13,0.966326892375946,0.0011854857439175248,7.999999e-05,0.9601061940193176,0.002240000292658806
14,0.9652851819992065,0.0012706822017207742,7.999999e-05,0.9602634310722351,0.0022314044181257486
15,0.9657605886459351,0.001250936882570386,7.999999e-05,0.9602378010749817,0.0022327557671815157
16,0.9648909568786621,0.00127599504776299,1.5999998e-05,0.9602248072624207,0.0022334556560963392
0,0.697117269039154,1.0447425842285156,0.05,0.9529732465744019,0.002974735340103507
1,0.9366048574447632,0.004252573475241661,0.05,0.9520623087882996,0.003062137169763446
2,0.9430179595947266,0.003412460908293724,0.05,0.9487706422805786,0.0033186732325702906
3,0.946230947971344,0.0029361892957240343,0.05,0.9534803628921509,0.0028842168394476175
4,0.9507482647895813,0.0024715163744986057,0.01,0.9417288899421692,0.00447699474170804
5,0.9546200037002563,0.002200031653046608,0.01,0.9386609196662903,0.004900574218481779
6,0.9545688629150391,0.002150104148313403,0.01,0.919164776802063,0.007979750633239746
7,0.955207884311676,0.002138301730155945,0.0019999999,0.9456275105476379,0.0039420947432518005
8,0.9520165920257568,0.002162658842280507,0.0019999999,0.9433496594429016,0.00424226513132453
