epoch,NRMSE,loss,lr,val_NRMSE,val_loss
0,0.774606466293335,0.17608682811260223,0.05,0.8654125928878784,0.02032800205051899
1,0.9445638060569763,0.003221099730581045,0.05,0.9195027351379395,0.008791685104370117
2,0.9531475305557251,0.0023565865121781826,0.05,0.9294215440750122,0.005996665917336941
3,0.9554116725921631,0.0021513754036277533,0.05,0.9475510716438293,0.003925190772861242
4,0.9602315425872803,0.001669720746576786,0.05,0.9410626292228699,0.004656747914850712
5,0.9617964625358582,0.001553893554955721,0.05,0.9526809453964233,0.0029476627241820097
6,0.9619422554969788,0.0014594022650271654,0.05,0.958607017993927,0.0022226145956665277
7,0.9640387892723083,0.0013285132590681314,0.05,0.9641857147216797,0.0016208987217396498
8,0.966421365737915,0.0011352399596944451,0.05,0.9675795435905457,0.0013590470189228654
9,0.9680807590484619,0.0010389710078015924,0.05,0.9650756120681763,0.0014844005927443504
10,0.9689745903015137,0.0009934580884873867,0.05,0.9701245427131653,0.00124828121624887
11,0.9695873260498047,0.0009763052221387625,0.05,0.9681495428085327,0.0012673108140006661
12,0.9708529114723206,0.0009092410909943283,0.05,0.9540917277336121,0.002356108510866761
13,0.9700537919998169,0.000875405385158956,0.05,0.9467290639877319,0.0030418718233704567
14,0.9701756834983826,0.0009509501978754997,0.01,0.9656027555465698,0.0014185775071382523
15,0.9724293351173401,0.0007982269744388759,0.01,0.9718140363693237,0.0010529920691624284
16,0.9724786281585693,0.000791613943874836,0.01,0.9708091020584106,0.0011023255065083504
17,0.9741290807723999,0.0007068617269396782,0.01,0.969322681427002,0.0011706415098160505
18,0.9737354516983032,0.0007260554120875895,0.01,0.9695561528205872,0.0011542520951479673
19,0.974647581577301,0.0006768139428459108,0.0019999999,0.9712103009223938,0.001067217905074358
20,0.9742258191108704,0.0006920304149389267,0.0019999999,0.9719074368476868,0.0010351527016609907
21,0.9735584259033203,0.0007209309842437506,0.0019999999,0.971869945526123,0.0010350822703912854
22,0.9725366830825806,0.0007897397736087441,0.00039999996,0.971854567527771,0.001035418943502009
23,0.9737151861190796,0.0007045241654850543,0.00039999996,0.9715874791145325,0.0010471617570146918
24,0.9731159806251526,0.0007554526091553271,0.00039999996,0.9713059663772583,0.0010604106355458498
25,0.9750155806541443,0.0006459966534748673,7.999999e-05,0.9712648391723633,0.0010624100686982274
26,0.9730574488639832,0.0007637149537913501,7.999999e-05,0.9714056253433228,0.0010557526256889105
0,0.8455048203468323,0.04711399972438812,0.05,0.8819683194160461,0.019116688519716263
1,0.9564215540885925,0.0019849815871566534,0.05,0.9162224531173706,0.008726323023438454
2,0.9615048766136169,0.0015397327952086926,0.05,0.926543116569519,0.006236815359443426
3,0.9625692963600159,0.0014115077210590243,0.05,0.9592266082763672,0.0022066787350922823
4,0.9643712043762207,0.0013248135801404715,0.05,0.9425544738769531,0.003886817255988717
5,0.9689207673072815,0.0009751371690072119,0.05,0.965389609336853,0.001597121125087142
6,0.9661731719970703,0.0012456552358344197,0.05,0.9235571622848511,0.006479261908680201
7,0.9701337218284607,0.0009090864332392812,0.05,0.9604344367980957,0.0019595238845795393
8,0.9720251560211182,0.0008295465959236026,0.05,0.9620213508605957,0.0017800547648221254
9,0.9715616703033447,0.0007804526248946786,0.01,0.9683966636657715,0.0012744279811158776
10,0.9728215932846069,0.0007740643341094255,0.01,0.9663257598876953,0.001417634659446776
11,0.9746299982070923,0.0006846414762549102,0.01,0.9682043194770813,0.0012716366909444332
12,0.9732102751731873,0.000747112964745611,0.01,0.965808093547821,0.00143701140768826
13,0.9746387600898743,0.0006825405871495605,0.0019999999,0.9649872779846191,0.001498601632192731
14,0.974412739276886,0.0006907944334670901,0.0019999999,0.9676065444946289,0.0013166330754756927
15,0.9744662642478943,0.0006810994818806648,0.0019999999,0.9663853645324707,0.0013975953916087747
16,0.973462700843811,0.0007419615285471082,0.00039999996,0.9667805433273315,0.0013687623431906104
0,0.8913614153862,0.042578112334012985,0.05,0.8931241035461426,0.013404721394181252
1,0.9504595994949341,0.0025990961585193872,0.05,0.9174365997314453,0.009531360119581223
2,0.9577916264533997,0.0018736764322966337,0.05,0.9314355850219727,0.005372900050133467
3,0.9628495573997498,0.0014579930575564504,0.05,0.9636636972427368,0.001607862883247435
4,0.9652014374732971,0.0012021325528621674,0.05,0.9182417988777161,0.007142443675547838
5,0.960107147693634,0.0017576968530192971,0.05,0.9508298635482788,0.0032132132910192013
6,0.9680492281913757,0.0010769778164103627,0.05,0.9652684330940247,0.0015681505901739001
7,0.969241738319397,0.0010051195276901126,0.01,0.9619109034538269,0.001888370607048273
8,0.9717390537261963,0.0008346540853381157,0.01,0.9654155969619751,0.0015140133909881115
9,0.972592294216156,0.0007546292035840452,0.01,0.9685466885566711,0.0012257101479917765
10,0.9723379611968994,0.0008013215265236795,0.01,0.9644298553466797,0.0014761392958462238
11,0.9724034667015076,0.0008083584252744913,0.01,0.9682396054267883,0.0012229906860738993
12,0.9738829135894775,0.0007147001451812685,0.01,0.9584336280822754,0.002047948772087693
13,0.972719132900238,0.0008015467901714146,0.0019999999,0.9684567451477051,0.0012363686691969633
14,0.9730067849159241,0.0007852716953493655,0.0019999999,0.9629145860671997,0.001647872501052916
15,0.9730561375617981,0.0007617523078806698,0.0019999999,0.9678505659103394,0.001269910717383027
16,0.9738776087760925,0.000725036021322012,0.00039999996,0.9659010767936707,0.0014060133835300803
0,0.9197883605957031,0.01371264923363924,0.05,0.9694933891296387,0.0009942441247403622
1,0.9697661995887756,0.000969841203186661,0.05,0.9308034181594849,0.005007583182305098
2,0.968529999256134,0.001057098270393908,0.05,0.9710010290145874,0.0009570125839672983
3,0.9684239029884338,0.0010007258970290422,0.05,0.9312998056411743,0.004743924364447594
4,0.9665074348449707,0.0012912291567772627,0.01,0.9741703271865845,0.0007463155779987574
5,0.975713312625885,0.0006311836186796427,0.01,0.9759472608566284,0.0006571972626261413
6,0.9755963087081909,0.0006215283065102994,0.01,0.9790388345718384,0.0005238828016445041
7,0.974490225315094,0.0006836284301243722,0.01,0.9677241444587708,0.0011428488651290536
8,0.9750233292579651,0.0006573375430889428,0.01,0.9797114133834839,0.000494816224090755
9,0.976057231426239,0.0005884583224542439,0.01,0.977749228477478,0.0005775754689238966
10,0.9772219657897949,0.0005582949379459023,0.0019999999,0.9753187894821167,0.0006925780326128006
11,0.9757940173149109,0.0006102375336922705,0.0019999999,0.9759525060653687,0.0006599491462111473
12,0.976276159286499,0.0005987111944705248,0.0019999999,0.9721538424491882,0.0008617196581326425
13,0.9764984846115112,0.0005711821722798049,0.00039999996,0.979311466217041,0.0005081286071799695
0,0.767443835735321,0.13125251233577728,0.05,0.9518405199050903,0.002827304881066084
1,0.9427478909492493,0.0035720523446798325,0.05,0.9585434198379517,0.0021135585848242044
2,0.9574559926986694,0.0019786620978266,0.05,0.9662985801696777,0.0014422837411984801
3,0.9585229754447937,0.0018055080436170101,0.05,0.9637983441352844,0.0016368783544749022
4,0.9609293937683105,0.0016113215824589133,0.05,0.951412558555603,0.0027922613080590963
5,0.9633980393409729,0.0014127575559541583,0.05,0.9513660669326782,0.0027665572706609964
6,0.9661712050437927,0.0012092979159206152,0.01,0.9556670188903809,0.002392943250015378
7,0.9673194289207458,0.0011458839289844036,0.01,0.9473470449447632,0.0032421869691461325
0,0.8764714002609253,0.026736531406641006,0.001,0.9595569372177124,0.002340379636734724
1,0.957962691783905,0.0018838770920410752,0.001,0.9576104283332825,0.00242748879827559
2,0.9601863622665405,0.0016848969971761107,0.001,0.9612415432929993,0.0020388781558722258
3,0.9648292660713196,0.0013168141013011336,0.001,0.9568518400192261,0.002497546374797821
4,0.9615853428840637,0.001476795761846006,0.001,0.9620250463485718,0.0019366294145584106
5,0.9619186520576477,0.001461897394619882,0.001,0.9549046754837036,0.002679731696844101
6,0.9635965824127197,0.0013907490065321326,0.001,0.9626215100288391,0.0018578864401206374
7,0.9664933681488037,0.001195315970107913,0.001,0.9622038006782532,0.0019600768573582172
8,0.9678950905799866,0.0010616980725899339,0.00020000001,0.9602219462394714,0.0021451038774102926
9,0.9668897390365601,0.0011655143462121487,0.00020000001,0.9636826515197754,0.0018154809949919581
10,0.9653872847557068,0.001218633959069848,0.00020000001,0.9638247489929199,0.0017951932968571782
11,0.968106746673584,0.0010829962557181716,0.00020000001,0.9627722501754761,0.0019073056755587459
12,0.9665070176124573,0.001135361148044467,0.00020000001,0.9640359878540039,0.0017467949073761702
13,0.9668998718261719,0.0011625881306827068,4.0000003e-05,0.9630729556083679,0.0018730093725025654
14,0.9680317640304565,0.0010580101516097784,4.0000003e-05,0.9630945324897766,0.0018705377588048577
15,0.966874897480011,0.0010609360178932548,4.0000003e-05,0.9641678929328918,0.0017502022674307227
16,0.9682735800743103,0.0010405030334368348,8.000001e-06,0.9641871452331543,0.0017474981723353267
17,0.9671433568000793,0.0011377078481018543,8.000001e-06,0.9639501571655273,0.001781739410944283
0,0.5660804510116577,0.7195739150047302,0.05,0.506452739238739,0.2598539888858795
1,0.7797747850418091,0.04946020245552063,0.05,0.47157949209213257,0.2955707013607025
2,0.7837763428688049,0.048158951103687286,0.05,0.4809257388114929,0.2857652008533478
3,0.7755295038223267,0.05235220864415169,0.05,0.5159406661987305,0.2505442500114441
4,0.7689732313156128,0.05553743615746498,0.05,0.448178231716156,0.3208771347999573
5,0.7691983580589294,0.05545381084084511,0.05,0.727509617805481,0.08465564250946045
6,0.7638528943061829,0.05716182664036751,0.05,0.8651360273361206,0.02426333539187908
7,0.7438138723373413,0.06802185624837875,0.05,0.7218650579452515,0.08797970414161682
8,0.7608177065849304,0.05720669776201248,0.05,0.6246388554573059,0.15549607574939728
9,0.7577517032623291,0.06224434822797775,0.05,0.5737946033477783,0.19628731906414032
10,0.8080779910087585,0.03794126957654953,0.05,0.8131354451179504,0.04067438468337059
11,0.8383352756500244,0.02829000912606716,0.05,0.9288913607597351,0.007050330750644207
12,0.8531080484390259,0.02281654253602028,0.05,0.7880415916442871,0.048426929861307144
13,0.8683499693870544,0.01793805882334709,0.05,0.8491706848144531,0.029314963147044182
14,0.8829235434532166,0.014201837591826916,0.05,0.8016955256462097,0.04421573877334595
15,0.9009064435958862,0.01032552681863308,0.05,0.8578078150749207,0.026182446628808975
16,0.9032692313194275,0.009470723569393158,0.05,0.7601858973503113,0.06248364970088005
17,0.8973995447158813,0.011166183277964592,0.01,0.8459098935127258,0.02886885218322277
18,0.9096521139144897,0.008782153017818928,0.01,0.8661147356033325,0.023014096543192863
19,0.9145327806472778,0.0074693066999316216,0.01,0.8522549867630005,0.026815617457032204
20,0.9134873151779175,0.008012434467673302,0.01,0.8777258992195129,0.019353950396180153
21,0.9171729683876038,0.007105288095772266,0.01,0.8654942512512207,0.022761352360248566
