"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/01/2019";"0000";"26,9";"27,7";"26,9";"79,0";"80,0";"75,0";"23,0";"23,3";"22,9";"1004,5";"1004,5";"1003,3";"2,3";"80,0";"4,1";"";"0,0"
"01/01/2019";"0100";"26,6";"26,9";"26,6";"82,0";"82,0";"79,0";"23,4";"23,4";"22,9";"1005,2";"1005,2";"1004,5";"1,5";"97,0";"4,1";"";"0,0"
"01/01/2019";"0200";"26,3";"26,6";"26,3";"84,0";"84,0";"82,0";"23,4";"23,5";"23,3";"1005,3";"1005,4";"1005,1";"1,4";"93,0";"2,9";"";"0,0"
"01/01/2019";"0300";"26,2";"26,3";"26,2";"84,0";"85,0";"84,0";"23,3";"23,5";"23,3";"1005,2";"1005,3";"1005,2";"2,0";"82,0";"3,4";"";"0,0"
"01/01/2019";"0400";"26,2";"26,3";"26,2";"83,0";"85,0";"83,0";"23,2";"23,4";"23,1";"1004,9";"1005,2";"1004,9";"1,0";"79,0";"3,4";"";"0,0"
"01/01/2019";"0500";"25,9";"26,3";"25,9";"84,0";"84,0";"83,0";"23,0";"23,2";"22,9";"1003,9";"1004,9";"1003,9";"1,4";"75,0";"2,7";"";"0,0"
"01/01/2019";"0600";"25,8";"26,0";"25,8";"85,0";"85,0";"83,0";"23,1";"23,2";"23,0";"1003,5";"1003,9";"1003,5";"0,7";"91,0";"2,7";"";"0,0"
"01/01/2019";"0700";"25,9";"25,9";"25,7";"86,0";"86,0";"85,0";"23,3";"23,4";"23,1";"1003,3";"1003,5";"1003,3";"1,3";"79,0";"2,6";"";"0,0"
"01/01/2019";"0800";"25,9";"26,0";"25,9";"88,0";"88,0";"86,0";"23,7";"23,7";"23,3";"1003,7";"1003,7";"1003,3";"1,2";"93,0";"2,6";"";"0,0"
"01/01/2019";"0900";"25,6";"25,9";"25,5";"88,0";"88,0";"87,0";"23,5";"23,7";"23,5";"1004,3";"1004,3";"1003,7";"1,2";"108,0";"2,9";"";"0,0"
"01/01/2019";"1000";"25,6";"25,6";"25,5";"89,0";"89,0";"88,0";"23,6";"23,6";"23,4";"1005,0";"1005,0";"1004,3";"1,5";"86,0";"3,8";"2,20";"0,0"
"01/01/2019";"1100";"25,7";"25,8";"25,6";"88,0";"89,0";"88,0";"23,6";"23,7";"23,6";"1006,2";"1006,2";"1005,0";"1,7";"135,0";"3,9";"103,50";"0,0"
"01/01/2019";"1200";"26,3";"26,4";"25,6";"84,0";"89,0";"84,0";"23,5";"23,8";"23,5";"1006,7";"1006,7";"1006,2";"1,8";"90,0";"3,9";"478,60";"0,0"
"01/01/2019";"1300";"28,0";"28,0";"26,3";"77,0";"85,0";"77,0";"23,6";"23,8";"23,1";"1006,8";"1006,8";"1006,6";"2,4";"95,0";"4,4";"1116,50";"0,0"
"01/01/2019";"1400";"29,7";"29,7";"28,0";"67,0";"77,0";"67,0";"22,9";"24,3";"22,6";"1006,8";"1006,9";"1006,8";"2,3";"83,0";"5,0";"2121,10";"0,0"
"01/01/2019";"1500";"30,1";"31,1";"29,4";"67,0";"69,0";"63,0";"23,2";"23,9";"22,5";"1005,7";"1006,8";"1005,7";"1,9";"84,0";"5,1";"2679,70";"0,0"
"01/01/2019";"1600";"29,1";"31,3";"29,0";"69,0";"69,0";"59,0";"22,8";"24,0";"21,9";"1004,6";"1005,7";"1004,6";"1,6";"29,0";"6,2";"1710,60";"0,0"
"01/01/2019";"1700";"31,3";"31,3";"28,7";"61,0";"70,0";"58,0";"22,8";"23,6";"20,5";"1003,6";"1004,6";"1003,6";"2,7";"84,0";"7,3";"2556,90";"0,0"
