"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/07/2008";"0000";"26,4";"27,3";"26,3";"86,0";"86,0";"80,0";"23,8";"23,8";"23,3";"1005,5";"1005,5";"1004,6";"0,0";"74,0";"0,8";"";"0,0"
"01/07/2008";"0100";"26,6";"27,2";"26,1";"84,0";"86,0";"82,0";"23,6";"23,8";"23,5";"1006,2";"1006,2";"1005,5";"0,1";"32,0";"1,0";"";"0,0"
"01/07/2008";"0200";"26,1";"26,5";"26,0";"87,0";"87,0";"84,0";"23,7";"23,7";"23,5";"1006,7";"1006,7";"1006,2";"0,1";"52,0";"1,2";"";"0,0"
"01/07/2008";"0300";"26,7";"27,4";"26,0";"84,0";"87,0";"79,0";"23,8";"24,0";"23,3";"1006,5";"1006,7";"1006,5";"0,3";"64,0";"1,2";"";"0,0"
"01/07/2008";"0400";"25,8";"27,0";"25,8";"86,0";"87,0";"82,0";"23,4";"24,0";"23,4";"1006,4";"1006,5";"1006,4";"0,2";"39,0";"1,2";"";"0,0"
"01/07/2008";"0500";"25,6";"25,9";"25,6";"88,0";"88,0";"86,0";"23,4";"23,5";"23,3";"1006,0";"1006,4";"1006,0";"0,0";"55,0";"1,3";"";"0,0"
"01/07/2008";"0600";"25,3";"25,7";"25,2";"88,0";"89,0";"87,0";"23,2";"23,5";"23,0";"1005,5";"1006,0";"1005,5";"0,0";"20,0";"0,6";"";"0,0"
"01/07/2008";"0700";"24,9";"25,3";"24,6";"90,0";"90,0";"88,0";"23,1";"23,2";"22,9";"1005,0";"1005,5";"1005,0";"0,0";"333,0";"0,7";"";"0,0"
"01/07/2008";"0800";"24,4";"25,1";"24,4";"90,0";"91,0";"89,0";"22,7";"23,3";"22,7";"1004,9";"1005,0";"1004,9";"0,0";"31,0";"0,6";"";"0,0"
"01/07/2008";"0900";"24,1";"24,5";"24,1";"92,0";"92,0";"90,0";"22,7";"22,8";"22,6";"1004,9";"1004,9";"1004,7";"0,0";"14,0";"0,5";"";"0,0"
"01/07/2008";"1000";"23,7";"24,1";"23,7";"92,0";"92,0";"91,0";"22,3";"22,7";"22,3";"1005,5";"1005,5";"1004,9";"0,0";"317,0";"0,8";"";"0,0"
"01/07/2008";"1100";"26,8";"26,8";"23,7";"77,0";"92,0";"77,0";"22,3";"22,8";"22,3";"1006,4";"1006,5";"1005,5";"0,7";"31,0";"1,8";"110,50";"0,0"
"01/07/2008";"1200";"28,7";"29,1";"26,8";"72,0";"77,0";"69,0";"23,1";"23,3";"22,2";"1007,3";"1007,3";"1006,4";"1,0";"85,0";"2,0";"737,70";"0,0"
"01/07/2008";"1300";"29,6";"30,0";"28,7";"67,0";"72,0";"66,0";"22,9";"23,9";"22,6";"1007,7";"1007,7";"1007,3";"1,9";"113,0";"4,0";"1616,00";"0,0"
"01/07/2008";"1400";"31,0";"31,0";"29,6";"67,0";"71,0";"66,0";"24,2";"24,2";"22,8";"1007,6";"1007,8";"1007,6";"1,6";"112,0";"4,0";"2262,10";"0,0"
"01/07/2008";"1500";"31,1";"31,6";"30,2";"62,0";"68,0";"60,0";"23,1";"24,1";"22,5";"1007,2";"1007,7";"1007,2";"2,3";"96,0";"5,2";"2713,80";"0,0"
"01/07/2008";"1600";"31,7";"32,1";"31,1";"59,0";"65,0";"57,0";"22,5";"23,9";"22,1";"1006,7";"1007,3";"1006,7";"2,2";"96,0";"4,2";"2965,60";"0,0"
"01/07/2008";"1700";"32,2";"32,6";"31,6";"56,0";"62,0";"54,0";"22,3";"23,8";"22,1";"1005,8";"1006,7";"1005,8";"2,1";"105,0";"4,0";"2985,40";"0,0"
"01/07/2008";"1800";"32,9";"32,9";"32,0";"58,0";"61,0";"53,0";"23,6";"24,0";"22,0";"1004,9";"1005,8";"1004,9";"2,1";"133,0";"6,3";"2818,50";"0,0"
"01/07/2008";"1900";"32,4";"33,2";"32,2";"56,0";"60,0";"54,0";"22,5";"24,1";"22,1";"1004,0";"1004,9";"1004,0";"2,2";"130,0";"4,6";"2315,40";"0,0"
"01/07/2008";"2000";"32,2";"33,2";"32,2";"55,0";"56,0";"53,0";"22,1";"22,8";"22,0";"1003,7";"1004,1";"1003,6";"1,9";"102,0";"4,7";"1739,20";"0,0"
"01/07/2008";"2100";"31,9";"32,5";"31,9";"56,0";"60,0";"54,0";"22,0";"23,2";"21,9";"1003,6";"1003,8";"1003,5";"2,0";"99,0";"4,9";"1011,40";"0,0"
"01/07/2008";"2200";"29,9";"31,9";"29,9";"70,0";"70,0";"56,0";"23,9";"23,9";"22,0";"1004,1";"1004,1";"1003,6";"0,7";"91,0";"3,7";"250,50";"0,0"
"01/07/2008";"2300";"28,9";"29,9";"28,7";"74,0";"76,0";"70,0";"23,9";"24,2";"23,5";"1004,7";"1004,7";"1004,1";"0,3";"57,0";"2,0";"";"0,0"
"02/07/2008";"0000";"28,3";"29,1";"27,8";"77,0";"80,0";"74,0";"23,9";"24,2";"23,6";"1005,4";"1005,5";"1004,7";"0,7";"76,0";"1,7";"";"0,0"
"02/07/2008";"0100";"27,2";"28,3";"27,2";"83,0";"83,0";"77,0";"24,0";"24,1";"23,8";"1006,2";"1006,2";"1005,4";"0,2";"73,0";"2,1";"";"0,0"
"02/07/2008";"0200";"26,6";"27,2";"26,6";"86,0";"86,0";"83,0";"24,2";"24,2";"23,9";"1006,8";"1006,9";"1006,2";"0,0";"125,0";"1,2";"";"0,0"
"02/07/2008";"0300";"26,1";"26,7";"26,1";"89,0";"89,0";"86,0";"24,1";"24,2";"24,0";"1006,9";"1006,9";"1006,8";"0,1";"44,0";"0,7";"";"0,0"
