"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/06/2010";"0000";"27,4";"27,4";"26,2";"81,0";"84,0";"78,0";"23,8";"23,8";"22,7";"1006,3";"1006,3";"1005,2";"1,7";"62,0";"5,9";"";"0,0"
"01/06/2010";"0100";"26,8";"27,5";"26,6";"87,0";"87,0";"80,0";"24,5";"24,5";"23,4";"1007,2";"1007,2";"1006,3";"1,7";"70,0";"5,9";"";"0,0"
"01/06/2010";"0200";"26,8";"27,0";"26,6";"87,0";"88,0";"86,0";"24,4";"24,6";"24,4";"1007,3";"1007,5";"1007,1";"1,7";"95,0";"5,0";"";"0,0"
"01/06/2010";"0300";"26,5";"26,9";"25,9";"89,0";"91,0";"86,0";"24,5";"24,5";"24,2";"1007,1";"1007,4";"1007,1";"1,4";"125,0";"3,4";"";"0,0"
"01/06/2010";"0400";"25,8";"26,5";"25,8";"92,0";"92,0";"89,0";"24,4";"24,9";"24,3";"1006,6";"1007,1";"1006,6";"1,5";"143,0";"3,6";"";"0,0"
"01/06/2010";"0500";"25,3";"25,8";"25,2";"94,0";"94,0";"91,0";"24,3";"24,5";"24,2";"1006,2";"1006,6";"1006,2";"0,4";"334,0";"2,7";"";"0,0"
"01/06/2010";"0600";"25,7";"25,8";"24,9";"88,0";"95,0";"87,0";"23,5";"24,4";"23,5";"1005,6";"1006,3";"1005,6";"1,6";"95,0";"2,8";"";"0,0"
"01/06/2010";"0700";"24,5";"25,7";"24,5";"95,0";"95,0";"87,0";"23,7";"23,7";"23,3";"1005,5";"1005,6";"1005,4";"0,6";"181,0";"3,0";"";"0,0"
"01/06/2010";"0800";"25,3";"25,5";"24,4";"91,0";"95,0";"90,0";"23,7";"24,0";"23,6";"1005,7";"1005,7";"1005,4";"1,6";"148,0";"2,7";"";"0,0"
"01/06/2010";"0900";"25,3";"25,5";"25,2";"91,0";"91,0";"85,0";"23,6";"23,8";"22,8";"1006,6";"1006,6";"1005,7";"1,5";"157,0";"2,9";"";"0,0"
"01/06/2010";"1000";"24,9";"25,3";"24,9";"93,0";"93,0";"91,0";"23,8";"24,0";"23,6";"1007,2";"1007,2";"1006,6";"1,3";"165,0";"2,9";"0,30";"0,0"
"01/06/2010";"1100";"25,9";"25,9";"24,9";"87,0";"93,0";"87,0";"23,5";"23,7";"23,3";"1007,2";"1007,2";"1007,1";"1,4";"171,0";"2,9";"253,30";"0,0"
"01/06/2010";"1200";"27,1";"27,3";"25,9";"80,0";"87,0";"78,0";"23,2";"23,8";"23,0";"1007,7";"1007,7";"1007,2";"1,7";"120,0";"3,4";"1050,60";"0,0"
"01/06/2010";"1300";"27,2";"27,5";"26,6";"82,0";"83,0";"78,0";"23,9";"23,9";"22,9";"1007,7";"1007,9";"1007,7";"2,4";"95,0";"4,3";"1531,20";"0,0"
"01/06/2010";"1400";"27,3";"27,8";"27,0";"80,0";"82,0";"79,0";"23,6";"24,2";"23,3";"1007,6";"1007,7";"1007,6";"1,9";"120,0";"5,6";"1456,70";"0,0"
"01/06/2010";"1500";"28,0";"28,0";"27,3";"78,0";"81,0";"76,0";"23,7";"24,0";"23,3";"1007,4";"1007,6";"1007,4";"1,9";"102,0";"4,3";"1399,60";"0,0"
"01/06/2010";"1600";"28,4";"28,7";"27,7";"74,0";"79,0";"73,0";"23,2";"24,0";"23,2";"1006,9";"1007,4";"1006,9";"2,5";"107,0";"4,5";"1617,60";"0,0"
"01/06/2010";"1700";"28,8";"29,4";"28,2";"72,0";"76,0";"70,0";"23,3";"23,9";"22,9";"1005,7";"1006,9";"1005,7";"3,0";"91,0";"5,5";"2737,70";"0,0"
"01/06/2010";"1800";"30,2";"30,2";"28,9";"67,0";"72,0";"65,0";"23,3";"23,8";"22,4";"1004,7";"1005,7";"1004,7";"2,3";"133,0";"4,9";"2850,10";"0,0"
"01/06/2010";"1900";"30,3";"30,8";"29,7";"66,0";"67,0";"63,0";"23,2";"23,5";"22,2";"1003,6";"1004,7";"1003,6";"2,4";"144,0";"4,7";"2360,40";"0,0"
"01/06/2010";"2000";"30,0";"30,6";"29,9";"65,0";"67,0";"63,0";"22,8";"23,3";"22,5";"1003,3";"1003,6";"1003,3";"2,1";"128,0";"4,7";"1707,90";"0,0"
"01/06/2010";"2100";"29,3";"30,8";"29,3";"71,0";"71,0";"61,0";"23,6";"23,6";"22,1";"1003,8";"1003,8";"1003,3";"2,8";"74,0";"4,8";"991,10";"0,0"
"01/06/2010";"2200";"28,2";"29,3";"28,2";"73,0";"78,0";"71,0";"22,9";"24,3";"22,9";"1004,3";"1004,3";"1003,8";"3,2";"84,0";"8,7";"87,80";"0,0"
"01/06/2010";"2300";"27,0";"28,1";"26,7";"71,0";"79,0";"71,0";"21,3";"22,9";"21,2";"1004,9";"1004,9";"1004,3";"2,5";"37,0";"8,7";"";"0,0"
"02/06/2010";"0000";"24,6";"27,4";"24,2";"92,0";"93,0";"65,0";"23,3";"23,3";"20,1";"1005,6";"1005,6";"1004,9";"1,4";"160,0";"7,1";"";"1,0"
"02/06/2010";"0100";"25,8";"26,0";"24,6";"87,0";"95,0";"82,0";"23,4";"23,8";"22,7";"1006,2";"1006,2";"1005,6";"1,2";"134,0";"2,3";"";"0,0"
"02/06/2010";"0200";"26,1";"26,1";"25,4";"86,0";"88,0";"81,0";"23,4";"23,7";"22,6";"1006,5";"1006,5";"1006,1";"0,8";"126,0";"2,2";"";"0,0"
"02/06/2010";"0300";"24,6";"26,2";"24,6";"94,0";"94,0";"83,0";"23,6";"24,0";"23,1";"1006,7";"1006,7";"1006,4";"1,3";"142,0";"1,8";"";"0,0"
"02/06/2010";"0400";"25,5";"25,7";"24,4";"92,0";"95,0";"91,0";"24,1";"24,5";"23,5";"1005,9";"1006,8";"1005,9";"0,8";"160,0";"2,8";"";"0,0"
"02/06/2010";"0500";"24,9";"25,5";"24,5";"96,0";"96,0";"92,0";"24,3";"24,3";"23,7";"1005,3";"1006,0";"1005,3";"0,5";"236,0";"1,3";"";"0,0"
"02/06/2010";"0600";"24,9";"25,1";"24,4";"97,0";"97,0";"94,0";"24,4";"24,4";"23,5";"1004,7";"1005,3";"1004,7";"0,7";"168,0";"2,1";"";"0,0"
"02/06/2010";"0700";"25,1";"25,6";"24,9";"95,0";"97,0";"93,0";"24,2";"24,7";"24,1";"1004,3";"1004,7";"1004,3";"1,1";"159,0";"2,3";"";"0,0"
"02/06/2010";"0800";"25,3";"25,3";"25,0";"93,0";"95,0";"93,0";"24,0";"24,4";"24,0";"1004,3";"1004,3";"1004,2";"1,9";"143,0";"3,5";"";"0,0"
"02/06/2010";"0900";"24,5";"25,3";"24,5";"96,0";"96,0";"92,0";"23,8";"24,0";"23,7";"1004,9";"1004,9";"1004,3";"0,4";"133,0";"3,5";"";"0,0"
