"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/07/2012";"0000";"27,9";"28,7";"27,9";"67,0";"68,0";"61,0";"21,3";"21,4";"20,4";"1005,3";"1005,3";"1004,1";"0,7";"50,0";"2,4";"";"0,0"
"01/07/2012";"0100";"27,6";"28,0";"27,5";"69,0";"69,0";"67,0";"21,3";"21,5";"21,2";"1005,6";"1005,7";"1005,3";"0,9";"51,0";"2,5";"";"0,0"
"01/07/2012";"0200";"27,4";"27,7";"27,4";"68,0";"70,0";"68,0";"21,1";"21,6";"21,0";"1005,9";"1006,0";"1005,6";"1,0";"42,0";"1,7";"";"0,0"
"01/07/2012";"0300";"26,9";"27,7";"26,7";"72,0";"72,0";"67,0";"21,3";"21,3";"21,0";"1005,8";"1006,0";"1005,7";"0,7";"68,0";"1,9";"";"0,0"
"01/07/2012";"0400";"27,2";"27,3";"26,8";"70,0";"72,0";"69,0";"21,2";"21,4";"20,9";"1005,9";"1005,9";"1005,8";"1,5";"69,0";"2,7";"";"0,0"
"01/07/2012";"0500";"26,5";"27,3";"26,5";"73,0";"73,0";"69,0";"21,3";"21,4";"21,1";"1005,7";"1006,1";"1005,7";"1,1";"46,0";"2,8";"";"0,0"
"01/07/2012";"0600";"26,0";"26,6";"25,9";"75,0";"76,0";"73,0";"21,3";"21,4";"21,2";"1005,4";"1005,7";"1005,3";"0,6";"51,0";"2,6";"";"0,0"
"01/07/2012";"0700";"25,7";"26,0";"25,3";"77,0";"79,0";"75,0";"21,5";"21,6";"21,2";"1004,8";"1005,4";"1004,8";"0,5";"26,0";"1,8";"";"0,0"
"01/07/2012";"0800";"25,1";"25,7";"24,9";"79,0";"80,0";"77,0";"21,3";"21,5";"21,3";"1005,1";"1005,2";"1004,8";"0,4";"38,0";"1,5";"";"0,0"
"01/07/2012";"0900";"25,3";"25,5";"25,0";"77,0";"80,0";"77,0";"21,0";"21,4";"21,0";"1005,2";"1005,3";"1004,9";"0,2";"268,0";"2,0";"";"0,0"
"01/07/2012";"1000";"23,8";"25,8";"23,0";"91,0";"95,0";"73,0";"22,3";"22,5";"19,7";"1006,1";"1006,5";"1005,2";"2,6";"95,0";"9,7";"";"2,0"
"01/07/2012";"1100";"24,4";"24,4";"23,5";"91,0";"93,0";"90,0";"22,8";"22,8";"22,2";"1006,4";"1006,4";"1006,1";"1,3";"58,0";"4,8";"174,10";"0,0"
"01/07/2012";"1200";"26,0";"26,9";"24,4";"69,0";"91,0";"67,0";"19,9";"23,0";"19,6";"1007,2";"1007,2";"1006,4";"2,4";"81,0";"4,4";"725,80";"0,0"
"01/07/2012";"1300";"27,2";"28,0";"25,9";"68,0";"72,0";"64,0";"20,6";"21,3";"19,8";"1007,3";"1007,3";"1007,1";"2,0";"71,0";"4,3";"1223,40";"0,0"
"01/07/2012";"1400";"29,5";"29,9";"27,2";"56,0";"70,0";"55,0";"19,8";"21,4";"19,7";"1007,4";"1007,5";"1007,3";"2,6";"70,0";"5,5";"1691,30";"0,0"
"01/07/2012";"1500";"30,6";"30,8";"28,9";"52,0";"58,0";"52,0";"19,7";"20,8";"19,1";"1007,2";"1007,4";"1007,1";"2,6";"79,0";"5,5";"2356,80";"0,0"
"01/07/2012";"1600";"31,4";"31,4";"29,9";"48,0";"55,0";"47,0";"18,9";"20,4";"18,9";"1006,4";"1007,2";"1006,4";"2,1";"103,0";"6,1";"2558,00";"0,0"
"01/07/2012";"1700";"31,6";"32,3";"31,3";"49,0";"50,0";"46,0";"19,4";"20,1";"18,8";"1005,2";"1006,5";"1005,2";"2,4";"107,0";"6,0";"3030,90";"0,0"
"01/07/2012";"1800";"32,1";"32,6";"31,3";"50,0";"51,0";"45,0";"20,4";"20,6";"18,4";"1004,2";"1005,2";"1004,2";"2,1";"161,0";"5,6";"2770,30";"0,0"
"01/07/2012";"1900";"31,6";"32,5";"29,0";"47,0";"59,0";"46,0";"19,0";"20,7";"18,4";"1003,3";"1004,3";"1003,3";"1,9";"112,0";"9,0";"2463,20";"0,0"
"01/07/2012";"2000";"31,6";"32,3";"31,0";"45,0";"49,0";"44,0";"18,3";"19,4";"18,0";"1003,5";"1003,5";"1002,9";"2,0";"99,0";"6,1";"1863,70";"0,0"
"01/07/2012";"2100";"29,9";"31,6";"29,9";"54,0";"54,0";"45,0";"19,5";"19,5";"17,9";"1003,3";"1003,7";"1003,2";"2,3";"105,0";"5,5";"446,80";"0,0"
"01/07/2012";"2200";"28,1";"29,9";"28,1";"64,0";"64,0";"54,0";"20,6";"21,1";"19,5";"1004,7";"1004,7";"1003,3";"1,6";"150,0";"4,8";"125,80";"0,0"
