"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/01/2006";"0000";"27,6";"27,9";"27,5";"76,0";"76,0";"71,0";"23,0";"23,0";"22,2";"1001,8";"1001,8";"1000,7";"0,9";"24,0";"3,1";"";"0,0"
"01/01/2006";"0100";"27,5";"27,8";"27,0";"80,0";"82,0";"76,0";"23,7";"23,8";"22,9";"1002,9";"1003,0";"1001,8";"0,7";"330,0";"3,0";"";"0,0"
"01/01/2006";"0200";"27,7";"27,8";"27,5";"78,0";"81,0";"78,0";"23,5";"23,9";"23,5";"1003,2";"1003,2";"1002,9";"1,4";"27,0";"3,4";"";"0,0"
"01/01/2006";"0300";"27,0";"27,7";"27,0";"81,0";"81,0";"77,0";"23,5";"23,6";"23,3";"1003,2";"1003,4";"1003,2";"1,3";"27,0";"3,9";"";"0,0"
"01/01/2006";"0400";"26,5";"27,0";"26,5";"84,0";"85,0";"81,0";"23,6";"23,9";"23,5";"1002,8";"1003,2";"1002,8";"0,7";"76,0";"3,1";"";"0,0"
"01/01/2006";"0500";"26,2";"26,7";"26,2";"85,0";"85,0";"83,0";"23,6";"23,7";"23,6";"1002,4";"1002,9";"1002,4";"1,2";"66,0";"2,8";"";"0,0"
"01/01/2006";"0600";"26,0";"26,2";"25,6";"87,0";"89,0";"85,0";"23,7";"23,7";"23,6";"1002,0";"1002,5";"1002,0";"1,0";"70,0";"3,2";"";"0,0"
"01/01/2006";"0700";"25,9";"26,0";"25,8";"86,0";"87,0";"85,0";"23,3";"23,7";"23,3";"1001,9";"1002,0";"1001,8";"0,9";"43,0";"2,7";"";"0,0"
"01/01/2006";"0800";"25,9";"26,2";"25,9";"85,0";"86,0";"84,0";"23,1";"23,5";"23,1";"1001,6";"1001,9";"1001,6";"1,5";"58,0";"4,1";"";"0,0"
"01/01/2006";"0900";"25,1";"25,9";"25,1";"87,0";"87,0";"84,0";"22,8";"23,1";"22,7";"1001,8";"1001,9";"1001,6";"1,9";"44,0";"4,8";"";"0,0"
"01/01/2006";"1000";"24,8";"25,1";"24,7";"85,0";"88,0";"85,0";"22,1";"22,8";"22,1";"1002,2";"1002,2";"1001,8";"1,3";"62,0";"4,6";"0,40";"0,0"
"01/01/2006";"1100";"25,6";"25,6";"24,8";"81,0";"85,0";"80,0";"22,1";"22,2";"21,9";"1002,8";"1002,8";"1002,2";"2,4";"31,0";"5,7";"305,70";"0,0"
"01/01/2006";"1200";"27,0";"27,0";"25,6";"75,0";"81,0";"75,0";"22,3";"22,4";"21,9";"1003,3";"1003,3";"1002,8";"2,4";"49,0";"5,7";"1052,60";"0,0"
"01/01/2006";"1300";"28,6";"28,7";"27,0";"69,0";"76,0";"68,0";"22,4";"22,8";"21,9";"1003,9";"1004,0";"1003,3";"2,4";"53,0";"6,2";"1903,00";"0,0"
"01/01/2006";"1400";"29,8";"30,3";"28,6";"67,0";"70,0";"64,0";"23,1";"23,1";"22,1";"1004,2";"1004,3";"1003,9";"2,4";"60,0";"6,2";"2491,10";"0,0"
"01/01/2006";"1500";"30,4";"30,7";"29,6";"65,0";"70,0";"64,0";"23,1";"24,1";"22,9";"1003,8";"1004,2";"1003,8";"3,4";"106,0";"6,1";"2999,20";"0,0"
"01/01/2006";"1600";"31,6";"31,8";"30,4";"60,0";"66,0";"59,0";"23,0";"23,8";"22,6";"1003,2";"1003,8";"1003,2";"3,2";"101,0";"5,5";"3422,40";"0,0"
"01/01/2006";"1700";"32,2";"32,6";"31,1";"62,0";"68,0";"57,0";"24,1";"25,0";"22,8";"1002,2";"1003,2";"1002,2";"2,6";"96,0";"6,3";"3259,60";"0,0"
"01/01/2006";"1800";"28,4";"32,5";"26,6";"87,0";"90,0";"59,0";"26,0";"26,0";"22,5";"1001,0";"1002,2";"1001,0";"0,3";"209,0";"8,8";"2148,30";"8,8"
"01/01/2006";"1900";"31,6";"32,0";"28,4";"66,0";"88,0";"64,0";"24,6";"26,4";"23,8";"999,6";"1001,0";"999,6";"2,0";"94,0";"3,4";"2776,50";"0,0"
"01/01/2006";"2000";"31,7";"32,2";"31,0";"62,0";"67,0";"57,0";"23,7";"24,9";"22,0";"998,9";"999,6";"998,9";"1,5";"104,0";"5,2";"2088,40";"0,0"
