"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/01/2020";"0000";"25,4";"25,6";"25,4";"86,0";"86,0";"85,0";"23,0";"23,0";"22,8";"1003,4";"1003,4";"1002,3";"1,4";"52,0";"3,0";"";"0,0"
"01/01/2020";"0100";"25,2";"25,5";"25,1";"88,0";"88,0";"86,0";"23,0";"23,1";"22,9";"1004,2";"1004,2";"1003,4";"0,8";"45,0";"3,2";"";"0,0"
"01/01/2020";"0200";"24,8";"25,2";"24,7";"90,0";"91,0";"88,0";"23,1";"23,3";"22,9";"1005,1";"1005,1";"1004,2";"0,6";"21,0";"1,9";"";"0,0"
"01/01/2020";"0300";"25,0";"25,0";"24,7";"90,0";"91,0";"90,0";"23,2";"23,4";"23,1";"1004,8";"1005,1";"1004,7";"1,2";"56,0";"2,8";"";"0,0"
"01/01/2020";"0400";"24,7";"25,0";"24,6";"91,0";"91,0";"90,0";"23,1";"23,2";"23,0";"1004,6";"1004,8";"1004,6";"0,6";"40,0";"3,2";"";"0,0"
"01/01/2020";"0500";"24,9";"24,9";"24,5";"90,0";"91,0";"89,0";"23,0";"23,2";"22,8";"1004,0";"1004,6";"1004,0";"1,3";"63,0";"2,6";"";"0,0"
"01/01/2020";"0600";"24,4";"24,9";"24,4";"91,0";"91,0";"89,0";"22,8";"23,0";"22,7";"1003,5";"1004,0";"1003,5";"0,7";"46,0";"2,6";"";"0,0"
"01/01/2020";"0700";"24,3";"24,6";"24,2";"91,0";"91,0";"90,0";"22,7";"22,9";"22,6";"1002,8";"1003,5";"1002,8";"0,6";"45,0";"2,4";"";"0,0"
"01/01/2020";"0800";"24,1";"24,3";"23,9";"92,0";"92,0";"91,0";"22,7";"22,7";"22,5";"1002,3";"1002,8";"1002,3";"0,5";"45,0";"2,1";"";"0,0"
"01/01/2020";"0900";"23,8";"24,4";"23,8";"92,0";"92,0";"91,0";"22,4";"22,8";"22,4";"1002,5";"1002,5";"1002,2";"0,6";"53,0";"2,5";"";"0,0"
"01/01/2020";"1000";"23,8";"24,1";"23,8";"92,0";"92,0";"92,0";"22,4";"22,7";"22,4";"1003,4";"1003,4";"1002,5";"0,5";"65,0";"2,3";"1,20";"0,0"
"01/01/2020";"1100";"25,0";"25,1";"23,7";"88,0";"93,0";"87,0";"22,8";"23,1";"22,4";"1004,1";"1004,1";"1003,4";"1,6";"54,0";"3,3";"206,30";"0,0"
"01/01/2020";"1200";"27,0";"27,1";"25,0";"76,0";"88,0";"75,0";"22,5";"23,1";"22,2";"1004,7";"1004,7";"1004,1";"1,6";"53,0";"4,3";"884,20";"0,0"
"01/01/2020";"1300";"28,8";"28,8";"27,0";"66,0";"76,0";"63,0";"21,7";"22,6";"20,9";"1005,2";"1005,2";"1004,7";"2,0";"50,0";"6,5";"1782,50";"0,0"
"01/01/2020";"1400";"29,3";"29,8";"28,8";"61,0";"66,0";"60,0";"20,9";"22,3";"20,6";"1005,2";"1005,3";"1005,1";"2,9";"47,0";"7,1";"2152,90";"0,0"
"01/01/2020";"1500";"29,1";"29,7";"29,0";"62,0";"66,0";"60,0";"21,1";"22,1";"20,8";"1005,0";"1005,2";"1005,0";"2,9";"58,0";"7,3";"2001,30";"0,0"
"01/01/2020";"1600";"31,4";"31,5";"29,2";"56,0";"65,0";"55,0";"21,5";"22,5";"20,9";"1004,4";"1005,0";"1004,4";"1,8";"37,0";"6,7";"2768,40";"0,0"
"01/01/2020";"1700";"30,4";"31,9";"29,7";"57,0";"61,0";"52,0";"20,8";"22,6";"20,2";"1003,4";"1004,4";"1003,4";"2,3";"63,0";"6,0";"1922,00";"0,0"
"01/01/2020";"1800";"30,8";"31,9";"30,4";"55,0";"60,0";"52,0";"20,7";"22,3";"20,1";"1002,7";"1003,4";"1002,7";"1,5";"54,0";"6,1";"2218,90";"0,0"
"01/01/2020";"1900";"30,2";"31,0";"30,1";"58,0";"61,0";"54,0";"21,1";"21,9";"20,2";"1002,0";"1002,7";"1002,0";"1,2";"28,0";"4,8";"1121,70";"0,0"
"01/01/2020";"2000";"29,9";"30,3";"29,7";"59,0";"61,0";"56,0";"21,0";"21,5";"20,4";"1001,7";"1002,0";"1001,7";"1,1";"50,0";"3,9";"575,30";"0,0"
"01/01/2020";"2100";"29,4";"29,9";"29,4";"61,0";"62,0";"57,0";"21,1";"21,4";"20,2";"1001,8";"1001,8";"1001,7";"0,8";"13,0";"4,8";"426,10";"0,0"
"01/01/2020";"2200";"28,7";"29,5";"28,5";"64,0";"66,0";"61,0";"21,3";"21,8";"21,0";"1002,4";"1002,4";"1001,8";"1,3";"49,0";"4,3";"203,70";"0,0"
"01/01/2020";"2300";"27,9";"28,7";"27,9";"70,0";"70,0";"64,0";"21,9";"22,0";"21,3";"1003,3";"1003,3";"1002,4";"1,4";"52,0";"3,4";"3,40";"0,0"
"02/01/2020";"0000";"27,6";"28,1";"27,6";"70,0";"72,0";"69,0";"21,6";"22,2";"21,6";"1004,2";"1004,3";"1003,3";"1,2";"53,0";"4,4";"";"0,0"
"02/01/2020";"0100";"27,2";"27,7";"27,2";"70,0";"73,0";"69,0";"21,3";"21,9";"21,2";"1004,8";"1004,8";"1004,2";"1,6";"45,0";"5,1";"";"0,0"
"02/01/2020";"0200";"26,9";"27,3";"26,9";"70,0";"70,0";"69,0";"20,9";"21,3";"20,9";"1005,0";"1005,2";"1004,8";"1,6";"50,0";"4,7";"";"0,0"
"02/01/2020";"0300";"26,6";"26,9";"26,6";"71,0";"72,0";"69,0";"20,9";"21,1";"20,8";"1004,7";"1005,0";"1004,7";"1,5";"46,0";"3,7";"";"0,0"
"02/01/2020";"0400";"26,2";"26,7";"26,2";"72,0";"72,0";"70,0";"20,8";"20,9";"20,7";"1004,1";"1004,7";"1004,1";"1,6";"63,0";"4,0";"";"0,0"
"02/01/2020";"0500";"25,7";"26,3";"25,7";"74,0";"74,0";"71,0";"20,8";"20,9";"20,6";"1003,5";"1004,1";"1003,5";"1,0";"70,0";"3,3";"";"0,0"
"02/01/2020";"0600";"25,5";"25,9";"25,5";"76,0";"76,0";"74,0";"20,8";"21,0";"20,7";"1003,0";"1003,5";"1003,0";"1,3";"65,0";"3,3";"";"0,0"
"02/01/2020";"0700";"25,0";"25,5";"25,0";"79,0";"80,0";"76,0";"21,2";"21,3";"20,9";"1002,8";"1003,0";"1002,8";"1,1";"74,0";"2,5";"";"0,0"
