"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/07/2006";"0000";"27,5";"28,4";"27,4";"80,0";"81,0";"76,0";"23,7";"24,1";"23,6";"1005,9";"1006,0";"1005,0";"0,7";"143,0";"1,8";"";"0,0"
"01/07/2006";"0100";"27,1";"27,9";"27,1";"84,0";"84,0";"79,0";"24,1";"24,3";"23,7";"1006,5";"1006,6";"1005,9";"0,4";"72,0";"1,4";"";"0,0"
"01/07/2006";"0200";"27,1";"27,9";"26,7";"86,0";"86,0";"83,0";"24,5";"24,8";"24,2";"1007,1";"1007,1";"1006,5";"0,1";"49,0";"1,9";"";"0,0"
"01/07/2006";"0300";"26,7";"27,2";"26,7";"90,0";"90,0";"86,0";"24,9";"25,1";"24,4";"1007,3";"1007,5";"1007,0";"0,1";"27,0";"1,3";"";"0,0"
"01/07/2006";"0400";"26,5";"26,8";"26,3";"90,0";"92,0";"90,0";"24,8";"25,1";"24,6";"1007,4";"1007,4";"1007,3";"0,1";"194,0";"1,4";"";"0,0"
"01/07/2006";"0500";"26,9";"26,9";"26,4";"89,0";"92,0";"89,0";"24,9";"25,3";"24,7";"1006,9";"1007,5";"1006,9";"0,9";"140,0";"2,3";"";"0,0"
"01/07/2006";"0600";"26,9";"26,9";"26,4";"89,0";"92,0";"89,0";"25,0";"25,1";"24,8";"1006,4";"1006,9";"1006,4";"0,3";"21,0";"2,3";"";"0,0"
"01/07/2006";"0700";"26,3";"26,9";"26,2";"92,0";"92,0";"89,0";"24,9";"25,2";"24,5";"1006,2";"1006,5";"1006,2";"0,1";"42,0";"1,1";"";"0,0"
"01/07/2006";"0800";"27,0";"27,0";"26,3";"89,0";"92,0";"89,0";"25,0";"25,2";"24,9";"1006,0";"1006,2";"1006,0";"0,6";"25,0";"1,5";"";"0,0"
"01/07/2006";"0900";"26,3";"26,9";"26,3";"89,0";"90,0";"89,0";"24,4";"25,1";"24,4";"1006,5";"1006,5";"1006,0";"0,3";"45,0";"1,5";"";"0,0"
